arise_control_id,prEN 18229-1 Reference,rationale
G.ST.S-03,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Regulatory Scope (GOVERN) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 5 requirements demonstrate direct keyword alignment to this standard: G.ST.S-03-req-3 (Evidence Strategy: Define required records, retention, and reporting triggers.) -- matched terms: record. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
M.CM,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Change Management (MANAGE) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). The control addresses: Ensure all changes to systems, datasets, AI models, and configurations are risk-assessed, approved, and auditable.. None of the 8 individual requirements contain explicit keyword matches to prEN 18229-1 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-1 language to one or more requirements to strengthen direct traceability."
M.DV-01,Arts. 12-14 - Trustworthiness,"ARISE control AI System Lifecycle (MANAGE) maps to Arts. 12-14 - Trustworthiness of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 8 requirements demonstrate direct keyword alignment to this standard: M.DV-01-req-03 (Documentation Requirements: Require model cards, data sheets, and fairness/robustness testing reports.) -- matched terms: fairness. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
M.DV-02,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Software Development Lifecycle (SDLC) (MANAGE) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). The control addresses: Embed secure coding, privacy, and responsible-AI practices in all software development.. None of the 7 individual requirements contain explicit keyword matches to prEN 18229-1 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-1 language to one or more requirements to strengthen direct traceability."
M.HR,Art. 12 - Logging Specifications,"ARISE control Human Resources (MANAGE) maps to Art. 12 - Logging Specifications of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 7 requirements demonstrate direct keyword alignment to this standard: M.HR-req-02 (Onboarding: Require confidentiality, acceptable-use, and ethics acknowledgments.) -- matched terms: ethics"
M.OV-01,Art. 12 - Logging Specifications,"ARISE control Ethics Oversight Committee (MANAGE) maps to Art. 12 - Logging Specifications of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 3 of 7 requirements demonstrate direct keyword alignment to this standard: M.OV-01-req-04 (Ethical Review Process: Evaluate bias, fairness, cultural impact, explainability, and proportionality.) -- matched terms: bias, explainab, fairness"
M.OV-02,Art. 14 - Human Oversight Mechanisms,"ARISE control Privacy Oversight Committee (MANAGE) maps to Art. 14 - Human Oversight Mechanisms of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 7 requirements demonstrate direct keyword alignment to this standard: M.OV-02-req-01 (Charter & Authority: Define committee scope for privacy oversight.) -- matched terms: oversight"
M.OV-03,Art. 14 - Human Oversight Mechanisms,"ARISE control Security Oversight Committee (MANAGE) maps to Art. 14 - Human Oversight Mechanisms of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 7 requirements demonstrate direct keyword alignment to this standard: M.OV-03-req-07 (Cyber-Physical & Safety Risk Integration: Expand oversight to include Operational Technology (OT) and Cyber-Physical Systems (CPS), ensuring digital security decisions do not compromise physical safety (e.g., manufacturing robots, autonomous vehicles).) -- matched terms: log, oversight. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
M.PM,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Performance Metrics (MANAGE) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 3 of 8 requirements demonstrate direct keyword alignment to this standard: M.PM-req-01 (KPI Framework — Define standardized KPIs and KRIs aligned with strategic goals and risk appetite (e.g., MTTD, patch compliance, AI model drift rate, bias index, data-loss incidents, control-audit pass rates).) -- matched terms: bias"
M.PR,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Privacy Program (MANAGE) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 3 of 8 requirements demonstrate direct keyword alignment to this standard: M.PR-req-01 (ROPA & Data Maps — Maintain comprehensive processing inventories (Records of Processing Activities).) -- matched terms: record"
M.RM-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Third-Party Risk Management (MANAGE) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 9 requirements demonstrate direct keyword alignment to this standard: M.RM-01-req-05 (AI-Specific Controls — Validate vendor AI systems for fairness, explainability, safety, and compliance with applicable regulations.) -- matched terms: explainab, fairness"
M.RM-02,Arts. 12-14 - Trustworthiness Requirements,"ARISE control AI Risk Management (MANAGE) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 9 requirements demonstrate direct keyword alignment to this standard: M.RM-02-req-03 (Human Oversight — Document escalation paths and responsible human controllers for decision checkpoints.) -- matched terms: human oversight, oversight"
M.RM-03,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Cybersecurity Risk Management (MANAGE) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 9 requirements demonstrate direct keyword alignment to this standard: M.RM-03-req-06 (Continuous Monitoring: Use SIEM, XDR, log analytics, and behavioral analytics.) -- matched terms: log. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
M.RP,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Reporting (MANAGE) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 8 requirements demonstrate direct keyword alignment to this standard: M.RP-req-06 (Record Retention: Archive reports for at least 3 years for auditability.) -- matched terms: record. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
I.AM-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control AI System Inventory (IDENTIFY) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 5 of 10 requirements demonstrate direct keyword alignment to this standard: I.AM-01-req-04 (Lifecycle Traceability: Link code repos, data catalogs, MLOps registries, feature stores, and experiment trackers; track model version transitions, deprecation, and retirement.) -- matched terms: log"
I.AM-02,Arts. 12-14 - Trustworthiness Requirements,"ARISE control System Asset Management (IDENTIFY) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 4 of 9 requirements demonstrate direct keyword alignment to this standard: I.AM-02-req-02 (Ownership & Classification: Assign a technical and business owner; apply data classification and security categorization; record SBOMs/MBOMs where applicable.) -- matched terms: record"
I.AM-03,Arts. 12-14 - Trustworthiness Requirements,"ARISE control BYOD Asset Management (IDENTIFY) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 7 requirements demonstrate direct keyword alignment to this standard: I.AM-03-req-06 (Logging & Revocation: Log access; revoke immediately upon termination or non-compliance.) -- matched terms: log, logging. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
I.DG-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Data Mapping (IDENTIFY) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 7 requirements demonstrate direct keyword alignment to this standard: I.DG-01-req-01 (Data Inventories: Catalog datasets with owners, categories, sensitivity, purpose, lawful basis. (100% critical data flows documented and current.)) -- matched terms: log"
I.IM-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control AI Impacts (IDENTIFY) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 7 requirements demonstrate direct keyword alignment to this standard: I.IM-01-req-01 (Impact Assessment: Evaluate rights, discrimination, safety, economic, environmental, trust impacts.) -- matched terms: trust"
I.RM-01,Arts. 12-14 - Trustworthiness,"ARISE control Risk Identification (IDENTIFY) maps to Arts. 12-14 - Trustworthiness of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 5 requirements demonstrate direct keyword alignment to this standard: I.RM-01-req-02 (Register & Treatment: Log risks with treatment plans, owners, due dates, residual ratings.) -- matched terms: log"
I.RM-02,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Insider Threat (IDENTIFY) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 7 requirements demonstrate direct keyword alignment to this standard: I.RM-02-req-01 (Establish insider threat program with HR, Security, Legal oversight.) -- matched terms: oversight. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
I.SC-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Supply Chain Risk (IDENTIFY) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 7 requirements demonstrate direct keyword alignment to this standard: I.SC-01-req-03 (Assurance Inputs: Require SBOM/MBOM, provenance, vulnerability disclosures.) -- matched terms: disclosure. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
I.TH-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Security Thresholds (IDENTIFY) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 6 requirements demonstrate direct keyword alignment to this standard: I.TH-01-req-06 (Adaptive Thresholding: Implement dynamic thresholding logic that utilizes historical behavioral baselines to automatically adjust trigger levels based on time-of-day or cyclical network patterns.) -- matched terms: log. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
I.TH-02,Art. 13 - Transparency Disclosures,"ARISE control AI Operational Thresholds (IDENTIFY) maps to Art. 13 - Transparency Disclosures of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 6 requirements demonstrate direct keyword alignment to this standard: I.TH-02-req-03 (Quantitative Gates: Define accuracy, robustness, fairness, calibration, and explainability coverage metrics.) -- matched terms: explainab, fairness. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
I.TM-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Threat Management (IDENTIFY) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 4 of 9 requirements demonstrate direct keyword alignment to this standard: I.TM-01-req-01 (Threat Library: Maintain catalog including AI-specific vectors.) -- matched terms: log"
P.AC.M-01,Arts. 12-14 - Trustworthiness,"ARISE control Bias (PROTECT) maps to Arts. 12-14 - Trustworthiness of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 5 of 7 requirements demonstrate direct keyword alignment to this standard: P.AC.M-01-req-01 (Documentation: Model cards with fairness assumptions, metrics, mitigations, limitations; re-evaluate on data/model changes.) -- matched terms: fairness"
P.AC.M-02,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Robustness (PROTECT) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). The control addresses: Ensure models withstand distribution shift and adversarial conditions; enable predictable fail-safe behavior.. None of the 6 individual requirements contain explicit keyword matches to prEN 18229-1 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-1 language to one or more requirements to strengthen direct traceability."
P.AC.M-03,Art. 13 - Transparency Disclosures,"ARISE control Explainability (PROTECT) maps to Art. 13 - Transparency Disclosures of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 3 of 6 requirements demonstrate direct keyword alignment to this standard: P.AC.M-03-req-01 (Disclosures: Provide user-facing notices, known limitations, and appropriate guidance for decisions.) -- matched terms: disclosure"
P.AC.S-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Datasets & Tagging (PROTECT) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 3 of 7 requirements demonstrate direct keyword alignment to this standard: P.AC.S-01-req-01 (Provenance & Licensing: Record source, license terms, consent/usage rights; block unvetted datasets.) -- matched terms: record"
P.AC.S-02,Arts. 12-14 - Trustworthiness Requirements,"ARISE control AI-Specific Attack Vectors (PROTECT) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 8 requirements demonstrate direct keyword alignment to this standard: P.AC.S-02-req-05 (Telemetry: Log prompts/responses (privacy-aware); detect anomalous patterns and exfil attempts.) -- matched terms: log. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
P.AT-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control AI Training (PROTECT) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 4 of 7 requirements demonstrate direct keyword alignment to this standard: P.AT-01-req-01 (Accountability: Managers ensure team completion; HR tracks compliance.) -- matched terms: accountability"
P.AT-02,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Cybersecurity Training (PROTECT) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). The control addresses: Establish foundational and advanced security awareness to mitigate phishing, social-engineering, malware, and insider threats.. None of the 5 individual requirements contain explicit keyword matches to prEN 18229-1 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-1 language to one or more requirements to strengthen direct traceability."
P.AT-03,Arts. 12-14 - Trustworthiness,"ARISE control Governance Training (PROTECT) maps to Arts. 12-14 - Trustworthiness of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 6 requirements demonstrate direct keyword alignment to this standard: P.AT-03-req-03 (Committee Orientation: Onboarding decks for ethics, privacy, and security committees.) -- matched terms: ethics"
P.DS-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Classification & Handling (PROTECT) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). The control addresses: Safeguard organizational and AI-related data through classification, labeling, and handling protocols aligned with sensitivity and regulatory requirements.. None of the 8 individual requirements contain explicit keyword matches to prEN 18229-1 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-1 language to one or more requirements to strengthen direct traceability."
P.DS-02,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Cryptographic Management (PROTECT) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). The control addresses: Ensure confidentiality, integrity, and authenticity of data and AI models through modern, approved cryptographic controls.. None of the 6 individual requirements contain explicit keyword matches to prEN 18229-1 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-1 language to one or more requirements to strengthen direct traceability."
P.ES,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Endpoint Security (PROTECT) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 9 requirements demonstrate direct keyword alignment to this standard: P.ES-req-07 (Telemetry & Response: Endpoint logs to SIEM; SOAR playbooks for containment, triage, and wipe/reimage flows.) -- matched terms: log. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
P.IM,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Identity Management (PROTECT) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 10 requirements demonstrate direct keyword alignment to this standard: P.IM-req-09 (Audit & Monitoring: Log all authentication, privilege-use, and identity lifecycle events; monitor anomalies.) -- matched terms: log. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
P.NS,Arts. 12-14 - Trustworthiness,"ARISE control Network Security (PROTECT) maps to Arts. 12-14 - Trustworthiness of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 7 requirements demonstrate direct keyword alignment to this standard: P.NS-req-05 (Telemetry & Analytics: NetFlow/VPC flow logs; IDS/IPS with ML rules for AI traffic patterns; UEBA for anomalies.) -- matched terms: log. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
P.PC,Art. 12 - Logging Specifications,"ARISE control Privacy Controls (PROTECT) maps to Art. 12 - Logging Specifications of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 3 of 7 requirements demonstrate direct keyword alignment to this standard: P.PC-req-05 (Audit Trails: Maintain logs of access and sharing.) -- matched terms: audit trail, log"
P.PS,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Platform Security (PROTECT) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 8 requirements demonstrate direct keyword alignment to this standard: P.PS-req-04 (Logging & Monitoring: Control-plane audit logs; Kubernetes audit; registry access logs; anomaly detection for container escapes or rogue pulls.) -- matched terms: log, logging. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
P.PY-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Access Controls (PROTECT) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 4 requirements demonstrate direct keyword alignment to this standard: P.PY-01-req-01 (Perimeter & Entry: Badging, visitor vetting, mantraps where applicable; audit logs retained. (Visitor logs for all data rooms; dual-control access.)) -- matched terms: log. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
P.PY-02,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Environment Controls (PROTECT) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 4 requirements demonstrate direct keyword alignment to this standard: P.PY-02-req-02 (Power & Cooling: UPS, generators, redundant HVAC; sensor alerting to NOC/SOC (Redundant power/cooling for critical rooms; maintenance logs.).) -- matched terms: log. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
P.PY-03,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Safety & Security (PROTECT) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 4 requirements demonstrate direct keyword alignment to this standard: P.PY-03-req-02 (Secure Evacuation of Data/Media: Emergency seals, transport procedures, custody logs.) -- matched terms: log"
P.RC,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Resilience Controls (PROTECT) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 10 requirements demonstrate direct keyword alignment to this standard: P.RC-req-08 (Continuous Improvement: PIRs drive updates to runbooks, thresholds, capacity, and fallback logic.) -- matched terms: log"
P.RP-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Business Continuity (PROTECT) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). The control addresses: Maintain continuity of critical services through BIA-driven strategies, manual workarounds, and communications.. None of the 6 individual requirements contain explicit keyword matches to prEN 18229-1 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-1 language to one or more requirements to strengthen direct traceability."
